Landsat Product Identifier L2,Landsat Product Identifier L1,Landsat Scene Identifier,Date Acquired,Scan Line Corrector,Collection Category,Collection Number,Sensor Mode,WRS Path,WRS Row,Full Partial Scene,Date Product Generated L2,Date Product Generated L1,Start Time,Stop Time,Station Identifier,Day/Night Indicator,Land Cloud Cover,Scene Cloud Cover L1,Ground Control Points Model,Ground Control Points Version,Geometric RMSE Model,Geometric RMSE Model X,Geometric RMSE Model Y,Image Quality,Gain Change,Processing Software Version,Sun Elevation L1,Sun Azimuth L1,Gap Phase Source,Gap Phase Statistic,Data Type L2,Sensor Identifier,Satellite,Product Map Projection L2,UTM Zone,Datum,Ellipsoid,Scan Gap Interpolation,Scene Center Lat DMS,Scene Center Long DMS,Corner Upper Left Lat DMS,Corner Upper Left Long DMS,Corner Upper Right Lat DMS,Corner Upper Right Long DMS,Corner Lower Left Lat DMS,Corner Lower Left Long DMS,Corner Lower Right Lat DMS,Corner Lower Right Long DMS,Scene Center Latitude,Scene Center Longitude,Corner Upper Left Latitude,Corner Upper Left Longitude,Corner Upper Right Latitude,Corner Upper Right Longitude,Corner Lower Left Latitude,Corner Lower Left Longitude,Corner Lower Right Latitude,Corner Lower Right Longitude,Display ID,Entity ID
LE07_L2SP_201025_20180418_20210519_02_T1,LE07_L1TP_201025_20180418_20210519_02_T1,LE72010252018108NSG01,2018/04/18,OFF,T1,2,BUMPER, 201, 025,FULL,2021/05/19,2021/05/19,2018-04-18 10:53:15.657187,2018-04-18 10:53:42.411125,NSG,Day,   0.00,   0.00,505,5,    4.335,    2.949,    3.177,9,N,LPGS_15.5.0, 48.28455878, 154.93946059,DE,  1.577497,ETM_L2SP,ETM,7,UTM,30,WGS84,WGS84,2.0,50°16'56.39"N,0°11'56.72"W,51°15'32.80"N,1°11'54.82"W,50°52'13.66"N,1°28'11.10"E,49°40'10.27"N,1°49'46.27"W,49°17'37.21"N,0°45'17.64"E, 50.28233,  -0.19909, 51.25911,  -1.19856, 50.87046,   1.46975, 49.66952,  -1.82952, 49.29367,   0.75490,LE07_L2SP_201025_20180418_20210519_02_T1,LE72010252018108NSG01
LE07_L2SP_202024_20180628_20200829_02_T1,LE07_L1TP_202024_20180628_20200829_02_T1,LE72020242018179NSG00,2018/06/28,OFF,T1,2,BUMPER, 202, 024,FULL,2020/08/29,2020/08/29,2018-06-28 10:57:48.259,2018-06-28 10:58:15.012938,NSG,Day,   0.00,   0.00,836,5,    4.521,    3.256,    3.137,9,N,LPGS_15.3.1c, 58.56138536, 148.12493975,DE, -2.261917,ETM_L2SP,ETM,7,UTM,30,WGS84,WGS84,2.0,51°41'42.97"N,1°07'39.04"W,52°40'46.92"N,2°08'57.05"W,52°16'43.36"N,0°36'07.06"E,51°05'31.78"N,2°48'39.96"W,50°42'17.32"N,0°09'01.66"W, 51.69527,  -1.12751, 52.67970,  -2.14918, 52.27871,   0.60196, 51.09216,  -2.81110, 50.70481,  -0.15046,LE07_L2SP_202024_20180628_20200829_02_T1,LE72020242018179NSG00
LE07_L2SP_201025_20180707_20200829_02_T1,LE07_L1TP_201025_20180707_20200829_02_T1,LE72010252018188NSG00,2018/07/07,OFF,T1,2,BUMPER, 201, 025,FULL,2020/08/29,2020/08/29,2018-07-07 10:51:50.2065,2018-07-07 10:52:16.9605,NSG,Day,   3.00,   2.00,420,5,    4.734,    3.129,    3.552,9,N,LPGS_15.3.1c, 58.75590925, 145.76940667,DE,  0.731544,ETM_L2SP,ETM,7,UTM,30,WGS84,WGS84,2.0,50°16'59.70"N,0°11'38.15"W,51°15'47.74"N,1°11'28.79"W,50°52'28.42"N,1°28'42.17"E,49°40'24.13"N,1°49'28.20"W,49°17'51.07"N,0°45'40.46"E, 50.28325,  -0.19393, 51.26326,  -1.19133, 50.87456,   1.47838, 49.67337,  -1.82450, 49.29752,   0.76124,LE07_L2SP_201025_20180707_20200829_02_T1,LE72010252018188NSG00
LE07_L2SP_201024_20190421_20200825_02_T1,LE07_L1TP_201024_20190421_20200825_02_T1,LE72010242019111NSG00,2019/04/21,OFF,T1,2,BUMPER, 201, 024,FULL,2020/08/25,2020/08/25,2019-04-21 10:43:49.389,2019-04-21 10:44:16.143,NSG,Day,   0.00,   0.00,870,5,    5.341,    3.200,    4.276,9,N,LPGS_15.3.1c, 47.46180405, 152.91733785,DE,-13.243579,ETM_L2SP,ETM,7,UTM,31,WGS84,WGS84,2.0,51°42'07.63"N,0°21'56.99"E,52°41'00.20"N,0°39'24.73"W,52°17'03.08"N,2°05'37.21"E,51°05'47.08"N,1°19'11.24"W,50°42'40.61"N,1°20'25.76"E, 51.70212,   0.36583, 52.68339,  -0.65687, 52.28419,   2.09367, 51.09641,  -1.31979, 50.71128,   1.34049,LE07_L2SP_201024_20190421_20200825_02_T1,LE72010242019111NSG00
LE07_L2SP_201025_20190421_20200825_02_T1,LE07_L1TP_201025_20190421_20200825_02_T1,LE72010252019111NSG00,2019/04/21,OFF,T1,2,BUMPER, 201, 025,FULL,2020/08/25,2020/08/25,2019-04-21 10:44:13.28925,2019-04-21 10:44:40.043187,NSG,Day,   0.00,   0.00,546,5,    4.502,    3.196,    3.171,9,N,LPGS_15.3.1c, 48.56026347, 151.46240715,DE, -2.180206,ETM_L2SP,ETM,7,UTM,30,WGS84,WGS84,2.0,50°17'22.52"N,0°15'03.13"W,51°15'56.48"N,1°15'05.26"W,50°52'44.94"N,1°25'05.16"E,49°40'31.91"N,1°52'48.68"W,49°18'07.13"N,0°42'19.62"E, 50.28959,  -0.25087, 51.26569,  -1.25146, 50.87915,   1.41810, 49.67553,  -1.88019, 49.30198,   0.70545,LE07_L2SP_201025_20190421_20200825_02_T1,LE72010252019111NSG00
LE07_L2SP_202024_20190514_20200825_02_T1,LE07_L1TP_202024_20190514_20200825_02_T1,LE72020242019134NSG00,2019/05/14,OFF,T1,2,BUMPER, 202, 024,FULL,2020/08/25,2020/08/25,2019-05-14 10:49:07.326813,2019-05-14 10:49:34.08075,NSG,Day,   1.00,   1.00,961,5,    4.592,    3.173,    3.320,9,N,LPGS_15.3.1c, 54.02594921, 150.20089841,DE, -6.026185,ETM_L2SP,ETM,7,UTM,30,WGS84,WGS84,2.0,51°42'09.18"N,1°10'31.26"W,52°41'04.96"N,2°11'57.98"W,52°17'09.31"N,0°33'08.71"E,51°05'51.29"N,2°51'30.85"W,50°42'45.32"N,0°11'49.78"W, 51.70255,  -1.17535, 52.68471,  -2.19944, 52.28592,   0.55242, 51.09758,  -2.85857, 50.71259,  -0.19716,LE07_L2SP_202024_20190514_20200825_02_T1,LE72020242019134NSG00
LE07_L2SP_201024_20190827_20200824_02_T1,LE07_L1TP_201024_20190827_20200824_02_T1,LE72010242019239NSG00,2019/08/27,OFF,T1,2,BUMPER, 201, 024,FULL,2020/08/24,2020/08/24,2019-08-27 10:38:52.119313,2019-08-27 10:39:18.87325,NSG,Day,   3.00,   2.00,921,5,    4.603,    3.317,    3.191,9,N,LPGS_15.3.1c, 45.20933382, 151.02129075,DE,-14.776699,ETM_L2SP,ETM,7,UTM,31,WGS84,WGS84,2.0,51°42'13.14"N,0°21'17.82"E,52°41'06.22"N,0°40'10.52"W,52°17'11.65"N,2°04'56.06"E,51°05'49.88"N,1°19'43.75"W,50°42'43.96"N,1°19'56.68"E, 51.70365,   0.35495, 52.68506,  -0.66959, 52.28657,   2.08224, 51.09719,  -1.32882, 50.71221,   1.33241,LE07_L2SP_201024_20190827_20200824_02_T1,LE72010242019239NSG00
LE07_L2SP_202024_20190919_20200823_02_T1,LE07_L1TP_202024_20190919_20200823_02_T1,LE72020242019262NSG00,2019/09/19,OFF,T1,2,BUMPER, 202, 024,FULL,2020/08/23,2020/08/23,2019-09-19 10:44:02.286312,2019-09-19 10:44:29.040313,NSG,Day,   0.00,   0.00,973,5,    4.427,    3.048,    3.210,9,N,LPGS_15.3.1c, 37.42489424, 156.33091169,DE, -1.665611,ETM_L2SP,ETM,7,UTM,30,WGS84,WGS84,2.0,51°42'16.52"N,1°11'02.90"W,52°41'14.32"N,2°12'28.04"W,52°17'20.11"N,0°32'42.76"E,51°05'58.06"N,2°52'04.51"W,50°42'53.28"N,0°12'19.76"W, 51.70459,  -1.18414, 52.68731,  -2.20779, 52.28892,   0.54521, 51.09946,  -2.86792, 50.71480,  -0.20549,LE07_L2SP_202024_20190919_20200823_02_T1,LE72020242019262NSG00
LE07_L2SP_201025_20200118_20200822_02_T1,LE07_L1TP_201025_20200118_20200822_02_T1,LE72010252020018NSG00,2020/01/18,OFF,T1,2,BUMPER, 201, 025,FULL,2020/08/22,2020/08/22,2020-01-18 10:32:35.615375,2020-01-18 10:33:02.369375,NSG,Day,   6.00,   4.00,318,5,    6.434,    5.465,    3.396,9,N,LPGS_15.3.1c, 15.83377719, 156.06693536,DE,  1.109189,ETM_L2SP,ETM,7,UTM,30,WGS84,WGS84,2.0,50°17'40.70"N,0°16'39.94"W,51°16'10.06"N,1°16'50.16"W,50°53'03.01"N,1°23'29.36"E,49°40'46.06"N,1°54'26.60"W,49°18'24.48"N,0°40'49.87"E, 50.29464,  -0.27776, 51.26946,  -1.28060, 50.88417,   1.39149, 49.67946,  -1.90739, 49.30680,   0.68052,LE07_L2SP_201025_20200118_20200822_02_T1,LE72010252020018NSG00
LE07_L2SP_201024_20200407_20200822_02_T1,LE07_L1TP_201024_20200407_20200822_02_T1,LE72010242020098NSG00,2020/04/07,OFF,T1,2,BUMPER, 201, 024,FULL,2020/08/22,2020/08/22,2020-04-07 10:27:55.952937,2020-04-07 10:28:22.706938,NSG,Day,   2.00,   2.00,688,5,    4.322,    3.163,    2.946,9,N,LPGS_15.3.1c, 41.46566501, 148.59321469,DE, 12.778095,ETM_L2SP,ETM,7,UTM,31,WGS84,WGS84,2.0,51°42'36.83"N,0°18'17.68"E,52°41'23.03"N,0°43'14.74"W,52°17'35.16"N,2°01'51.49"E,51°06'06.77"N,1°22'43"W,50°43'07.97"N,1°16'57.11"E, 51.71023,   0.30491, 52.68973,  -0.72076, 52.29310,   2.03097, 51.10188,  -1.37861, 50.71888,   1.28253,LE07_L2SP_201024_20200407_20200822_02_T1,LE72010242020098NSG00
LE07_L2SP_201024_20200423_20200820_02_T1,LE07_L1TP_201024_20200423_20200820_02_T1,LE72010242020114NSG00,2020/04/23,OFF,T1,2,BUMPER, 201, 024,FULL,2020/08/20,2020/08/20,2020-04-23 10:26:59.892812,2020-04-23 10:27:26.646813,NSG,Day,   4.00,   5.00,801,5,    4.468,    2.848,    3.443,9,N,LPGS_15.3.1c, 47.04249153, 146.84691571,DE, 13.496897,ETM_L2SP,ETM,7,UTM,31,WGS84,WGS84,2.0,51°42'37.84"N,0°18'14.44"E,52°41'24.61"N,0°43'22.62"W,52°17'36.74"N,2°01'46.96"E,51°06'09.36"N,1°22'45.52"W,50°43'10.63"N,1°16'57.86"E, 51.71051,   0.30401, 52.69017,  -0.72295, 52.29354,   2.02971, 51.10260,  -1.37931, 50.71962,   1.28274,LE07_L2SP_201024_20200423_20200820_02_T1,LE72010242020114NSG00
LE07_L2SP_201025_20200423_20200820_02_T1,LE07_L1TP_201025_20200423_20200820_02_T1,LE72010252020114NSG00,2020/04/23,OFF,T1,2,BUMPER, 201, 025,FULL,2020/08/20,2020/08/20,2020-04-23 10:27:23.793062,2020-04-23 10:27:50.547063,NSG,Day,   1.00,   0.00,621,5,    4.608,    3.244,    3.273,9,N,LPGS_15.3.1c, 48.03587932, 145.29262350,DE, -6.779335,ETM_L2SP,ETM,7,UTM,30,WGS84,WGS84,2.0,50°17'50.78"N,0°18'28.98"W,51°16'18.70"N,1°18'39.74"W,50°53'14.89"N,1°21'37.12"E,49°40'52.50"N,1°56'12.73"W,49°18'34.16"N,0°39'01.08"E, 50.29744,  -0.30805, 51.27186,  -1.31104, 50.88747,   1.36031, 49.68125,  -1.93687, 49.30949,   0.65030,LE07_L2SP_201025_20200423_20200820_02_T1,LE72010252020114NSG00
